일자	시가	종가	고가	저가	5	20	60	120	BB_상한선	BB_중심선	BB_하한선	거래량	5	20	60	120
20220524	"67,500"	"66,500"	"67,700"	"66,500"	"67,600"	"66,665"	"68,465"	"72,304"	"68,771"	"66,665"	"64,559"	"15,482,576"	"14,967,276"	"15,156,838"	"14,620,760"	"14,588,637"
20220523	"68,800"	"67,900"	"68,800"	"67,600"	"67,820"	"66,655"	"68,548"	"72,353"	"68,766"	"66,655"	"64,544"	"13,684,088"	"15,006,850"	"14,933,533"	"14,625,372"	"14,567,967"
20220520	"67,800"	"68,000"	"68,400"	"67,700"	"67,500"	"66,610"	"68,633"	"72,401"	"68,650"	"66,610"	"64,570"	"12,109,671"	"14,657,544"	"14,838,902"	"14,570,603"	"14,558,594"
20220519	"66,500"	"67,500"	"67,600"	"66,500"	"67,200"	"66,595"	"68,723"	"72,458"	"68,598"	"66,595"	"64,592"	"17,073,727"	"15,145,917"	"14,875,791"	"14,563,650"	"14,588,116"
20220518	"68,300"	"68,100"	"68,700"	"67,600"	"66,680"	"66,590"	"68,835"	"72,523"	"68,585"	"66,590"	"64,595"	"16,486,319"	"15,014,009"	"14,856,769"	"14,453,916"	"14,629,411"
20220517	"66,600"	"67,600"	"67,900"	"66,600"	"66,200"	"66,550"	"68,938"	"72,579"	"68,452"	"66,550"	"64,648"	"15,680,447"	"14,182,929"	"14,680,425"	"14,347,848"	"14,721,247"
20220516	"67,100"	"66,300"	"67,400"	"66,100"	"65,820"	"66,505"	"69,062"	"72,609"	"68,347"	"66,505"	"64,663"	"11,937,555"	"14,493,961"	"14,402,363"	"14,313,264"	"14,690,199"
20220513	"65,300"	"66,500"	"66,700"	"65,200"	"65,780"	"66,520"	"69,203"	"72,642"	"68,360"	"66,520"	"64,680"	"14,551,536"	"14,478,197"	"14,464,306"	"14,293,761"	"14,675,261"
20220512	"65,200"	"64,900"	"65,500"	"64,900"	"65,780"	"66,570"	"69,323"	"72,677"	"68,459"	"66,570"	"64,681"	"16,414,188"	"14,439,121"	"14,557,204"	"14,206,575"	"14,645,895"
20220511	"65,500"	"65,700"	"66,300"	"65,200"	"66,380"	"66,760"	"69,470"	"72,730"	"68,703"	"66,760"	"64,817"	"12,330,920"	"13,457,333"	"14,605,425"	"14,166,226"	"14,600,104"
20220510	"65,900"	"65,700"	"66,300"	"65,300"	"66,740"	"66,825"	"69,623"	"72,778"	"68,707"	"66,825"	"64,943"	"17,235,605"	"13,824,924"	"14,685,099"	"14,164,134"	"14,600,852"
20220509	"66,300"	"66,100"	"66,900"	"66,100"	"67,060"	"66,935"	"69,785"	"72,818"	"68,799"	"66,935"	"65,071"	"11,858,736"	"13,199,040"	"14,436,505"	"14,172,641"	"14,541,284"
20220506	"67,000"	"66,500"	"67,100"	"66,500"	"67,320"	"67,020"	"69,928"	"72,850"	"68,879"	"67,020"	"65,161"	"14,356,156"	"16,065,371"	"14,616,228"	"14,136,648"	"14,538,204"
20220504	"68,000"	"67,900"	"68,400"	"67,500"	"66,980"	"67,095"	"70,045"	"72,881"	"68,984"	"67,095"	"65,206"	"11,505,248"	"16,573,245"	"14,932,587"	"14,092,989"	"14,497,086"
20220503	"67,400"	"67,500"	"68,400"	"67,300"	"66,400"	"67,125"	"70,130"	"72,903"	"69,082"	"67,125"	"65,168"	"14,168,875"	"17,896,612"	"15,133,190"	"14,138,583"	"14,494,205"
20220502	"66,600"	"67,300"	"67,600"	"66,500"	"66,120"	"67,210"	"70,238"	"72,928"	"69,363"	"67,210"	"65,057"	"14,106,184"	"17,652,222"	"14,848,108"	"14,114,602"	"14,468,815"
20220429	"65,100"	"67,400"	"67,600"	"65,000"	"65,920"	"67,310"	"70,338"		"69,648"	"67,310"	"64,972"	"26,190,390"	"17,034,280"	"14,698,194"	"14,175,244"	
20220428	"65,400"	"64,800"	"65,500"	"64,500"	"65,840"	"67,395"	"70,437"		"69,860"	"67,395"	"64,930"	"16,895,527"	"14,154,497"	"14,184,517"	"14,094,862"	
20220427	"65,400"	"65,000"	"65,500"	"64,900"	"66,420"	"67,635"	"70,545"		"69,974"	"67,635"	"65,296"	"18,122,084"	"13,344,881"	"13,965,259"	"14,184,516"	
20220426	"66,400"	"66,100"	"66,700"	"66,100"	"66,900"	"67,880"	"70,683"		"70,087"	"67,880"	"65,673"	"12,946,923"	"13,059,123"	"13,692,664"	"14,098,760"	
20220425	"66,500"	"66,300"	"66,700"	"66,300"	"67,140"	"68,085"	"70,815"		"70,353"	"68,085"	"65,817"	"11,016,474"	"13,061,625"	"13,729,628"	"14,179,090"	
20220422	"67,200"	"67,000"	"67,300"	"66,700"	"67,220"	"68,255"	"70,962"		"70,472"	"68,255"	"66,038"	"11,791,478"	"12,882,171"	"13,809,769"	"14,223,667"	
20220421	"67,600"	"67,700"	"68,300"	"67,500"	"67,140"	"68,395"	"71,105"		"70,631"	"68,395"	"66,159"	"12,847,448"	"13,159,159"	"13,869,496"	"14,290,058"	
20220420	"67,000"	"67,400"	"67,400"	"66,500"	"67,100"	"68,500"	"71,252"		"70,792"	"68,500"	"66,208"	"16,693,293"	"13,871,568"	"15,124,291"	"14,237,736"	
20220419	"67,100"	"67,300"	"68,000"	"67,000"	"67,360"	"68,655"	"71,400"		"71,045"	"68,655"	"66,265"	"12,959,434"	"14,008,633"	"14,909,528"	"14,136,153"	
20220418	"66,500"	"66,700"	"67,100"	"66,100"	"67,300"	"68,805"	"71,562"		"71,213"	"68,805"	"66,397"	"10,119,203"	"14,201,624"	"14,731,689"	"14,080,042"	
20220415	"67,200"	"66,600"	"67,300"	"66,500"	"67,540"	"68,965"	"71,742"		"71,212"	"68,965"	"66,718"	"13,176,415"	"14,630,530"	"14,784,179"	"14,057,807"	
20220414	"68,700"	"67,500"	"68,700"	"67,500"	"67,780"	"69,170"	"71,920"		"71,259"	"69,170"	"67,081"	"16,409,494"	"15,085,886"	"14,845,861"	"14,006,479"	
20220413	"67,300"	"68,700"	"69,000"	"67,200"	"67,880"	"69,355"	"72,093"		"71,475"	"69,355"	"67,235"	"17,378,619"	"15,940,652"	"14,907,702"	"13,964,478"	
20220412	"67,600"	"67,000"	"67,700"	"67,000"	"67,840"	"69,440"	"72,263"		"71,584"	"69,440"	"67,296"	"13,924,389"	"15,568,390"	"14,547,558"	"13,858,176"	
20220411	"67,800"	"67,900"	"68,100"	"67,400"	"68,280"	"69,565"	"72,462"		"71,394"	"69,565"	"67,736"	"12,263,735"	"14,476,962"	"14,364,267"	"13,846,455"	
20220408	"68,100"	"67,800"	"68,300"	"67,700"	"68,560"	"69,680"	"72,630"		"71,359"	"69,680"	"68,001"	"15,453,191"	"14,245,796"	"14,203,130"	"13,807,849"	
20220407	"68,500"	"68,000"	"68,500"	"68,000"	"68,820"	"69,790"	"72,805"		"71,233"	"69,790"	"68,347"	"20,683,327"	"14,338,527"	"14,219,853"	"13,803,025"	
20220406	"68,600"	"68,500"	"68,800"	"68,500"	"69,140"	"69,950"	"72,953"		"71,268"	"69,950"	"68,632"	"15,517,308"	"12,703,935"	"14,243,649"	"13,673,836"	
20220405	"69,400"	"69,200"	"69,600"	"69,100"	"69,420"	"70,000"	"73,102"		"71,161"	"70,000"	"68,839"	"8,467,248"	"12,134,510"	"14,259,197"	"13,839,725"	
20220404	"68,900"	"69,300"	"69,300"	"68,600"	"69,620"	"70,045"	"73,260"		"71,147"	"70,045"	"68,943"	"11,107,905"	"13,178,302"	"14,766,691"	"13,905,728"	
20220401	"69,500"	"69,100"	"69,500"	"69,000"	"69,700"	"70,155"	"73,415"		"71,371"	"70,155"	"68,939"	"15,916,846"	"13,480,579"	"14,881,778"	"13,945,631"	
20220331	"69,900"	"69,600"	"70,200"	"69,600"	"69,840"	"70,345"	"73,568"		"71,963"	"70,345"	"68,727"	"12,510,366"	"12,894,412"	"14,747,568"	"13,917,629"	
20220330	"70,300"	"69,900"	"70,500"	"69,800"	"69,880"	"70,450"	"73,722"		"72,132"	"70,450"	"68,768"	"12,670,187"	"17,981,010"	"14,746,121"	"14,039,036"	
20220329	"70,000"	"70,200"	"70,300"	"69,800"	"70,000"	"70,560"	"73,895"		"72,367"	"70,560"	"68,753"	"13,686,208"	"17,926,578"	"15,001,701"	"14,131,638"	
20220328	"69,500"	"69,700"	"69,900"	"69,200"	"70,020"	"70,645"	"74,062"		"72,534"	"70,645"	"68,756"	"12,619,289"	"17,069,869"	"14,975,814"	"14,083,257"	
20220325	"70,100"	"69,800"	"70,200"	"69,600"	"70,060"	"70,735"	"74,242"		"72,607"	"70,735"	"68,863"	"12,986,010"	"16,779,812"	"15,132,814"	"14,074,376"	
20220324	"69,600"	"69,800"	"70,300"	"69,600"	"70,240"	"70,895"	"74,410"		"72,957"	"70,895"	"68,833"	"37,943,357"	"17,064,618"	"15,003,412"	"14,084,234"	
20220323	"70,600"	"70,500"	"71,200"	"70,300"	"70,520"	"71,075"	"74,570"		"73,342"	"71,075"	"68,808"	"12,398,025"	"13,005,209"	"13,690,867"	"13,736,943"	
20220322	"69,900"	"70,300"	"70,500"	"69,900"	"70,500"	"71,260"	"74,697"		"73,885"	"71,260"	"68,635"	"9,402,666"	"12,560,754"	"13,595,452"	"13,767,730"	
20220321	"70,900"	"69,900"	"71,000"	"69,900"	"70,340"	"71,460"	"74,810"		"74,357"	"71,460"	"68,563"	"11,169,002"	"12,731,933"	"13,631,430"	"13,798,759"	
20220318	"70,600"	"70,700"	"70,900"	"70,200"	"70,400"	"71,715"	"74,945"		"74,901"	"71,715"	"68,529"	"14,410,038"	"12,306,332"	"13,753,249"	"13,831,084"	
20220317	"71,200"	"71,200"	"71,800"	"70,900"	"70,260"	"71,920"	"75,063"		"75,338"	"71,920"	"68,502"	"17,646,315"	"12,581,855"	"13,571,116"	"13,790,852"	
20220316	"70,200"	"70,400"	"70,500"	"69,700"	"70,260"	"72,045"	"75,170"		"75,531"	"72,045"	"68,559"	"10,175,750"	"13,284,442"	"13,154,819"	"13,656,495"	
20220315	"69,800"	"69,500"	"70,100"	"69,500"	"70,080"	"72,210"	"75,280"		"75,681"	"72,210"	"68,739"	"10,258,562"	"14,414,945"	"13,345,694"	"13,669,844"	
20220314	"70,000"	"70,200"	"70,200"	"69,600"	"70,200"	"72,480"	"75,402"		"75,906"	"72,480"	"69,054"	"9,040,993"	"16,086,661"	"13,443,036"	"13,749,514"	
20220311	"70,500"	"70,000"	"70,700"	"69,700"	"70,460"	"72,740"	"75,513"		"76,223"	"72,740"	"69,257"	"15,787,655"	"16,960,389"	"13,878,288"	"13,751,418"	
20220310	"70,800"	"71,200"	"71,200"	"70,500"	"71,040"	"72,975"	"75,650"		"76,318"	"72,975"	"69,632"	"21,159,248"	"16,449,385"	"13,573,862"	"13,848,365"	
20220308	"68,800"	"69,500"	"70,000"	"68,700"	"71,140"	"73,090"	"75,753"		"76,338"	"73,090"	"69,842"	"15,828,269"	"14,713,822"	"13,102,733"	"13,855,017"	
20220307	"70,000"	"70,100"	"70,600"	"69,900"	"71,660"	"73,265"	"75,885"		"76,067"	"73,265"	"70,463"	"18,617,138"	"15,104,525"	"13,023,361"	"13,911,753"	
20220304	"72,700"	"71,500"	"72,700"	"71,200"	"72,020"	"73,460"	"75,988"		"75,869"	"73,460"	"71,051"	"13,409,634"	"14,014,794"	"12,729,006"	"13,874,655"	
20220303	"72,300"	"72,900"	"73,100"	"72,200"	"72,020"	"73,550"	"76,057"		"75,787"	"73,550"	"71,313"	"13,232,638"	"14,484,724"	"12,945,760"	"13,956,665"	
20220302	"72,300"	"71,700"	"72,400"	"71,500"	"72,040"	"73,570"	"76,105"		"75,791"	"73,570"	"71,349"	"12,481,430"	"13,917,789"	"13,352,501"	"14,130,337"	
20220228	"71,100"	"72,100"	"72,100"	"71,000"	"72,380"	"73,550"	"76,150"		"75,844"	"73,550"	"71,256"	"17,781,783"	"13,759,997"	"13,842,168"	"14,288,227"	
20220225	"72,100"	"71,900"	"72,600"	"71,900"	"72,800"	"73,610"	"76,137"		"75,810"	"73,610"	"71,410"	"13,168,484"	"12,301,583"	"13,601,915"	"14,497,945"	
20220224	"72,300"	"71,500"	"72,300"	"71,300"	"73,280"	"73,715"	"76,143"		"75,774"	"73,715"	"71,656"	"15,759,283"	"11,692,332"	"13,831,826"	"14,556,513"	
20220223	"73,800"	"73,000"	"73,800"	"72,800"	"73,980"	"73,895"	"76,157"		"75,770"	"73,895"	"72,020"	"10,397,964"	"11,261,552"	"13,728,419"	"14,510,562"	
20220222	"73,000"	"73,400"	"73,400"	"72,800"	"74,340"	"74,025"	"76,168"		"75,992"	"74,025"	"72,058"	"11,692,469"	"11,335,436"	"13,997,265"	"14,546,584"	
20220221	"73,200"	"74,200"	"74,300"	"72,600"	"74,400"	"74,180"	"76,192"		"76,398"	"74,180"	"71,962"	"10,489,717"	"10,861,015"	"13,898,050"	"14,612,581"	
20220218	"74,600"	"74,300"	"74,800"	"73,700"	"74,300"	"74,285"	"76,210"		"76,688"	"74,285"	"71,882"	"10,122,226"	"11,561,723"	"13,903,479"	"14,804,906"	
20220217	"75,000"	"75,000"	"75,600"	"74,500"	"74,420"	"74,420"	"76,220"		"77,099"	"74,420"	"71,741"	"13,605,382"	"11,978,359"	"13,877,007"	"15,094,646"	
20220216	"74,600"	"74,800"	"74,900"	"74,200"	"74,500"	"74,545"	"76,157"		"77,535"	"74,545"	"71,555"	"10,767,386"	"12,806,489"	"13,635,994"	"15,067,135"	
20220215	"74,100"	"73,700"	"74,200"	"73,100"	"74,480"	"74,670"	"76,080"		"77,892"	"74,670"	"71,448"	"9,320,365"	"12,592,836"	"13,602,461"	"15,056,761"	
20220214	"74,400"	"73,700"	"74,500"	"73,100"	"74,440"	"74,880"	"76,030"		"78,359"	"74,880"	"71,401"	"13,993,255"	"13,076,097"	"13,830,913"	"15,085,215"	
20220211	"75,000"	"74,900"	"75,500"	"74,600"	"74,300"	"75,140"	"75,990"		"78,986"	"75,140"	"71,294"	"12,205,407"	"13,125,613"	"13,681,275"	"15,033,981"	
20220210	"75,600"	"75,400"	"75,800"	"74,700"	"74,120"	"75,340"	"75,932"		"79,517"	"75,340"	"71,163"	"17,746,033"	"13,230,539"	"13,732,061"	"15,037,570"	
20220209	"74,300"	"74,700"	"74,700"	"74,000"	"73,700"	"75,470"	"75,852"		"79,805"	"75,470"	"71,135"	"9,699,122"	"13,230,276"	"13,342,130"	"14,909,927"	
20220208	"73,800"	"73,500"	"74,200"	"73,000"	"73,420"	"75,650"	"75,772"		"80,138"	"75,650"	"71,162"	"11,736,666"	"15,563,941"	"13,615,362"	"14,939,760"	
20220207	"73,500"	"73,000"	"73,600"	"72,400"	"72,980"	"75,820"	"75,717"		"80,227"	"75,820"	"71,413"	"14,240,838"	"17,671,563"	"13,675,126"	"14,901,183"	
20220204	"74,300"	"74,000"	"74,600"	"73,400"	"73,040"	"76,040"	"75,675"		"80,298"	"76,040"	"71,782"	"12,730,034"	"17,418,742"	"14,236,616"	"14,849,828"	
20220203	"74,900"	"73,300"	"74,900"	"73,300"	"73,040"	"76,275"	"75,618"		"80,576"	"76,275"	"71,974"	"17,744,721"	"18,426,076"	"14,221,485"	"14,823,027"	
20220128	"71,300"	"73,300"	"73,700"	"71,200"	"73,400"	"76,540"			"80,726"	"76,540"	"72,354"	"21,367,447"	"17,615,358"	"14,009,355"		
20220127	"73,800"	"71,300"	"74,000"	"71,300"	"73,860"	"76,790"			"80,764"	"76,790"	"72,816"	"22,274,777"	"16,496,847"	"13,652,818"		
20220126	"73,900"	"73,300"	"74,400"	"73,100"	"74,900"	"77,165"			"80,329"	"77,165"	"74,001"	"12,976,730"	"13,983,525"	"13,528,819"		
20220125	"74,800"	"74,000"	"75,000"	"73,200"	"75,500"	"77,515"			"80,431"	"77,515"	"74,599"	"17,766,704"	"13,507,837"	"13,791,298"		
20220124	"75,400"	"75,100"	"75,800"	"74,700"	"76,100"	"77,825"			"80,487"	"77,825"	"75,163"	"13,691,134"	"11,873,054"	"13,442,132"		
20220121	"75,800"	"75,600"	"75,800"	"74,700"	"76,580"	"78,095"			"80,692"	"78,095"	"75,498"	"15,774,888"	"10,891,851"	"13,361,894"		
20220120	"76,200"	"76,500"	"76,700"	"75,900"	"76,920"	"78,310"			"80,752"	"78,310"	"75,868"	"9,708,168"	"9,756,219"	"13,252,024"		
20220119	"76,500"	"76,300"	"76,900"	"76,100"	"77,200"	"78,455"			"80,792"	"78,455"	"76,118"	"10,598,290"	"10,592,465"	"13,621,911"		
20220118	"77,600"	"77,000"	"77,800"	"76,600"	"77,720"	"78,545"			"80,672"	"78,545"	"76,418"	"9,592,788"	"10,672,908"	"13,804,261"		
20220117	"77,600"	"77,500"	"77,800"	"76,900"	"78,100"	"78,550"			"80,663"	"78,550"	"76,437"	"8,785,122"	"11,398,575"	"13,887,840"		
20220114	"77,700"	"77,300"	"78,100"	"77,100"	"78,200"	"78,575"			"80,649"	"78,575"	"76,501"	"10,096,725"	"11,631,035"	"14,104,008"		
20220113	"79,300"	"77,900"	"79,300"	"77,900"	"78,400"	"78,600"			"80,624"	"78,600"	"76,576"	"13,889,401"	"12,644,441"	"14,198,978"		
20220112	"79,500"	"78,900"	"79,600"	"78,600"	"78,200"	"78,585"			"80,634"	"78,585"	"76,536"	"11,000,502"	"12,452,952"	"13,983,755"		
20220111	"78,400"	"78,900"	"79,000"	"78,000"	"77,900"	"78,490"			"80,645"	"78,490"	"76,335"	"13,221,123"	"15,346,979"	"13,982,563"		
20220110	"78,100"	"78,000"	"78,100"	"77,100"	"77,860"	"78,385"			"80,652"	"78,385"	"76,118"	"9,947,422"	"15,188,238"	"14,073,444"		
20220107	"78,100"	"78,300"	"78,400"	"77,400"	"77,980"	"78,330"			"80,683"	"78,330"	"75,977"	"15,163,757"	"15,899,176"	"14,033,834"		
20220106	"76,700"	"76,900"	"77,600"	"76,600"	"77,980"	"78,325"			"80,679"	"78,325"	"75,971"	"12,931,954"	"15,713,764"	"14,355,873"		
20220105	"78,800"	"77,400"	"79,000"	"76,400"	"78,360"	"78,350"			"80,653"	"78,350"	"76,047"	"25,470,640"	"17,086,333"	"14,787,192"		
20220104	"78,800"	"78,700"	"79,200"	"78,300"	"78,940"	"78,350"			"80,653"	"78,350"	"76,047"	"12,427,416"	"15,637,470"	"14,475,283"		
20220103	"79,400"	"78,600"	"79,800"	"78,200"	"79,240"	"78,230"			"80,692"	"78,230"	"75,768"	"13,502,112"	"15,308,660"	"14,673,474"		
20211230	"78,900"	"78,300"	"79,500"	"78,100"	"79,620"	"78,080"			"80,787"	"78,080"	"75,373"	"14,236,700"	"15,025,514"	"14,914,881"		
20211229	"80,200"	"78,800"	"80,200"	"78,500"	"79,940"	"77,955"			"80,835"	"77,955"	"75,075"	"19,794,795"	"14,893,673"	"15,385,693"		
20211228	"80,200"	"80,300"	"80,400"	"79,700"	"80,060"	"77,735"			"80,973"	"77,735"	"74,497"	"18,226,325"	"14,355,893"	"15,493,696"		
20211227	"80,600"	"80,200"	"80,600"	"79,800"	"79,620"	"77,285"			"81,364"	"77,285"	"73,206"	"10,783,368"	"13,559,687"	"16,100,622"		
20211224	"80,200"	"80,500"	"80,800"	"80,200"	"79,000"	"76,890"			"81,282"	"76,890"	"72,498"	"12,086,380"	"13,655,889"	"16,395,581"		
20211223	"79,800"	"79,900"	"80,000"	"79,300"	"78,500"	"76,480"			"80,977"	"76,480"	"71,983"	"13,577,498"	"13,860,308"	"16,441,374"		
20211222	"78,900"	"79,400"	"79,400"	"78,800"	"78,080"	"76,170"			"80,534"	"76,170"	"71,806"	"17,105,892"	"13,544,034"	"16,390,462"		
20211221	"77,900"	"78,100"	"78,300"	"77,500"	"77,720"	"75,940"			"80,078"	"75,940"	"71,802"	"14,245,298"	"12,039,844"	"16,317,783"		
20211220	"77,600"	"77,100"	"77,800"	"76,800"	"77,500"	"75,800"			"79,824"	"75,800"	"71,776"	"11,264,375"	"11,386,116"	"16,706,978"		
20211217	"76,800"	"78,000"	"78,000"	"76,800"	"77,440"	"75,690"			"79,686"	"75,690"	"71,694"	"13,108,479"	"12,140,991"	"17,519,090"		
20211216	"78,500"	"77,800"	"78,500"	"77,400"	"77,220"	"75,350"			"79,648"	"75,350"	"71,052"	"11,996,128"	"11,350,339"	"17,461,403"		
20211215	"76,400"	"77,600"	"77,600"	"76,300"	"77,300"	"74,970"			"79,660"	"74,970"	"70,280"	"9,584,939"	"13,272,019"	"17,368,844"		
20211214	"76,500"	"77,000"	"77,200"	"76,200"	"77,260"	"74,625"			"79,502"	"74,625"	"69,748"	"10,976,660"	"15,666,699"	"17,440,978"		
20211213	"77,200"	"76,800"	"78,300"	"76,500"	"77,340"	"74,340"			"79,294"	"74,340"	"69,386"	"15,038,750"	"17,317,858"	"17,438,106"		
20211210	"77,400"	"76,900"	"77,600"	"76,800"	"77,240"	"74,070"			"79,047"	"74,070"	"69,093"	"9,155,219"	"17,588,358"	"17,307,204"		
20211209	"77,400"	"78,200"	"78,200"	"77,000"	"76,980"	"73,755"			"78,773"	"73,755"	"68,737"	"21,604,528"	"19,423,362"	"17,353,816"		
20211208	"78,300"	"77,400"	"78,600"	"77,100"	"76,500"	"73,340"			"78,189"	"73,340"	"68,491"	"21,558,340"	"19,833,045"	"16,848,046"		
20211207	"76,100"	"77,400"	"77,700"	"75,600"	"75,900"	"72,980"			"77,635"	"72,980"	"68,325"	"19,232,453"	"19,912,348"	"16,241,229"		
20211206	"75,100"	"76,300"	"76,700"	"74,900"	"74,680"	"72,635"			"76,938"	"72,635"	"68,332"	"16,391,250"	"22,138,825"	"15,837,586"		
20211203	"75,600"	"75,600"	"76,000"	"74,100"	"73,880"	"72,350"			"76,391"	"72,350"	"68,309"	"18,330,240"	"22,197,087"	"15,574,123"		
20211202	"73,900"	"75,800"	"75,800"	"73,800"	"73,220"							"23,652,940"	"21,131,488"			
20211201	"72,000"	"74,400"	"74,800"	"71,600"	"72,800"							"21,954,856"	"18,912,751"			
20211130	"73,200"	"71,300"	"73,900"	"70,500"	"72,880"							"30,364,841"	"17,652,241"			
20211129	"71,700"	"72,300"	"73,000"	"71,400"	"73,680"							"16,682,559"	"15,985,112"			
20211126	"73,500"	"72,300"	"74,100"	"72,000"	"74,200"							"13,002,242"	"18,149,925"			
20211125	"75,100"	"73,700"	"75,100"	"73,600"	"73,980"							"12,559,258"	"17,940,422"			
20211124	"76,000"	"74,800"	"76,200"	"74,100"	"73,280"							"15,652,305"	"17,457,562"			
20211123	"76,000"	"75,300"	"76,000"	"74,500"	"72,460"							"22,029,195"	"16,532,622"			
20211122	"73,300"	"74,900"	"75,200"	"73,000"	"71,660"							"27,506,623"	"14,310,631"			
20211119	"70,400"	"71,200"	"71,400"	"70,100"	"70,960"							"11,954,728"	"11,293,448"			
20211118	"70,700"	"70,200"	"71,000"	"70,200"	"70,840"							"10,144,957"	"10,919,992"			
20211117	"71,300"	"70,700"	"71,600"	"70,600"	"70,780"							"11,027,606"	"11,188,825"			
20211116	"71,500"	"71,300"	"72,000"	"71,300"	"70,680"							"10,919,239"	"10,867,706"			
20211115	"71,700"	"71,400"	"71,900"	"70,900"	"70,520"							"12,420,710"	"10,915,776"			
20211112	"70,200"	"70,600"	"70,900"	"69,900"	"70,360"							"10,087,450"	"10,656,030"			
20211111	"69,900"	"69,900"	"70,000"	"69,600"								"11,489,122"				
20211110	"70,300"	"70,200"	"70,900"	"70,200"								"9,422,009"				
20211109	"70,300"	"70,500"	"71,000"	"70,100"								"11,159,589"				
20211108	"70,400"	"70,600"	"70,600"	"69,800"								"11,121,981"				
